,2P%,FT%,TRB,AST,STL,PTS,Pos
621,0.451,0.819,105,451,63,713,3.0
622,0.458,0.74,248,419,71,1789,4.0
623,0.503,0.785,189,261,121,421,3.0
624,0.44,0.654,94,76,32,230,5.0
625,0.504,0.864,392,187,77,2551,4.0
626,0.652,0.768,835,136,49,1517,1.0
627,0.543,0.881,61,87,26,376,4.0
628,0.508,0.737,423,152,92,660,5.0
629,0.497,0.765,243,630,185,1202,3.0
630,0.475,0.825,786,262,70,1200,2.0
631,0.449,0.855,195,149,44,945,4.0
632,0.489,0.697,305,187,95,1582,4.0
633,0.538,0.75,259,125,75,427,5.0
634,0.517,0.821,182,276,72,1030,4.0
635,0.497,0.684,186,59,13,219,1.0
636,0.473,0.784,266,183,81,472,5.0
637,0.473,0.621,34,20,9,142,4.0
638,0.486,0.688,470,110,58,422,5.0
639,0.499,0.627,339,54,55,464,2.0
640,0.435,0.838,53,104,30,390,4.0
641,0.483,0.762,320,142,36,456,2.0
642,0.474,0.664,747,144,62,1318,2.0
643,0.478,0.842,422,64,45,1009,2.0
644,0.506,0.727,152,252,82,833,3.0
645,0.456,0.7,138,306,55,471,4.0
646,0.371,0.875,21,23,8,85,4.0
647,0.443,0.817,144,395,72,569,3.0
648,0.427,0.709,52,106,21,145,3.0
649,0.391,0.688,27,81,16,90,3.0
650,0.36,0.5,13,18,11,57,4.0
651,0.386,0.75,13,16,11,57,4.0
652,0.484,0.702,187,316,103,894,3.0
653,0.501,0.583,395,65,26,527,2.0
654,0.493,0.682,473,91,65,843,5.0
655,0.509,0.65,272,67,38,520,5.0
656,0.469,0.726,201,24,27,323,5.0
657,0.486,0.765,150,590,70,806,3.0
658,0.526,0.834,608,179,67,1852,1.0
659,0.48,0.806,410,369,105,1561,4.0
660,0.457,0.764,191,358,102,1211,4.0
661,0.465,0.664,322,109,50,690,5.0
662,0.435,0.75,147,380,76,842,3.0
663,0.415,0.75,217,40,36,300,2.0
664,0.546,0.76,751,743,208,1447,4.0
665,0.534,0.7,364,213,59,990,5.0
666,0.495,0.801,454,215,72,978,2.0
667,0.51,0.857,22,10,13,61,5.0
668,0.531,0.756,451,73,33,820,2.0
669,0.558,0.708,189,31,20,377,2.0
670,0.495,0.754,159,171,56,544,4.0
671,0.429,0.75,15,11,6,27,4.0
672,0.499,0.754,144,160,50,517,4.0
673,0.567,0.79,393,189,99,1095,2.0
674,0.5,0.817,708,100,38,641,1.0
675,0.529,0.723,507,114,49,779,2.0
676,0.549,0.698,207,40,28,375,2.0
677,0.538,0.545,202,25,20,268,2.0
678,0.442,0.796,43,131,62,222,3.0
679,0.423,0.615,34,14,6,79,5.0
680,0.468,0.749,497,293,64,639,1.0
681,0.433,0.656,193,57,18,337,5.0
682,0.422,0.659,39,12,5,97,5.0
683,0.486,0.778,312,142,64,918,5.0
684,0.568,0.705,469,282,78,1833,5.0
685,0.504,0.826,257,118,63,998,5.0
686,0.438,0.73,107,77,22,161,1.0
687,0.432,0.771,103,73,20,155,1.0
688,0.423,0.518,210,49,17,312,1.0
689,0.499,0.793,617,100,39,718,1.0
690,0.47,0.775,277,45,22,334,1.0
691,0.525,0.813,340,55,17,384,1.0
692,0.447,0.81,178,37,18,207,2.0
693,0.444,0.75,127,24,12,142,2.0
694,0.456,0.929,51,13,6,65,2.0
695,0.513,0.82,64,28,16,250,5.0
696,0.44,0.508,401,32,10,321,2.0
697,0.56,0.752,388,219,72,996,1.0
698,0.474,0.852,168,457,150,864,3.0
699,0.374,0.706,155,312,116,278,3.0
700,0.501,0.813,213,362,80,870,3.0
701,0.377,0.758,163,67,15,287,2.0
702,0.476,0.72,195,88,35,493,5.0
703,0.496,0.865,257,148,65,1514,4.0
704,0.438,0.784,166,551,95,666,3.0
705,0.506,0.725,903,179,68,1263,2.0
706,0.333,0.75,18,14,5,44,4.0
707,0.437,0.775,263,47,40,554,5.0
708,0.529,0.899,261,384,143,1163,3.0
709,0.509,0.632,704,150,57,976,2.0
710,0.52,0.762,1188,142,76,2520,1.0
711,0.445,0.759,58,139,53,324,3.0
712,0.551,0.747,499,183,79,1151,5.0
713,0.513,0.824,218,133,50,583,5.0
714,0.465,0.714,159,32,22,392,1.0
715,0.425,0.806,17,39,8,134,3.0
716,0.476,0.585,49,16,18,191,5.0
717,0.376,0.453,398,204,96,354,2.0
718,0.329,0.647,29,14,10,67,4.0
719,0.541,0.806,142,338,69,875,3.0
720,0.51,0.824,336,129,25,723,1.0
721,0.512,0.728,590,82,60,1726,5.0
722,0.46,0.72,141,39,27,530,5.0
723,0.539,0.733,449,43,33,1196,5.0
724,0.509,0.791,225,93,42,541,5.0
725,0.442,0.762,208,35,33,216,1.0
726,0.445,0.758,122,24,13,123,1.0
727,0.438,0.767,86,11,20,93,1.0
728,0.529,0.817,534,382,138,1581,4.0
729,0.477,0.67,275,762,163,741,3.0
730,0.545,0.75,4,15,6,45,3.0
731,0.437,0.909,61,163,43,655,3.0
732,0.522,0.641,256,82,42,529,2.0
733,0.575,0.747,192,30,6,262,1.0
734,0.579,0.75,613,150,62,1326,5.0
735,0.471,0.857,91,170,33,705,4.0
736,0.458,0.567,161,89,66,589,4.0
737,0.495,0.808,176,652,132,1440,3.0
738,0.497,0.714,305,192,83,909,5.0
739,0.478,0.808,439,202,57,941,2.0
740,0.501,0.799,331,134,56,918,5.0
741,0.47,0.801,372,127,41,780,2.0
742,0.535,0.767,221,276,129,1552,4.0
743,0.456,0.772,229,28,29,289,2.0
744,0.479,0.78,154,114,36,556,4.0
745,0.498,0.8,71,53,16,248,4.0
746,0.465,0.766,83,61,20,308,4.0
747,0.519,0.808,411,94,51,540,2.0
748,0.536,0.507,29,57,16,145,4.0
749,0.44,0.594,80,40,18,192,5.0
750,0.52,0.504,348,56,60,295,2.0
751,0.474,0.761,186,555,97,1253,3.0
752,0.435,0.583,65,26,10,124,2.0
753,0.46,0.748,511,314,115,1035,5.0
754,0.372,0.625,112,22,11,74,2.0
755,0.333,0.75,35,7,1,21,2.0
756,0.39,0.583,77,15,10,53,2.0
757,0.448,0.784,118,109,36,351,4.0
758,0.483,0.7,565,572,213,1469,3.0
759,0.496,0.535,295,68,27,454,1.0
760,0.455,0.709,609,120,88,1258,2.0
761,0.457,0.694,322,71,46,769,2.0
762,0.452,0.729,287,49,42,489,2.0
763,0.513,0.687,721,179,42,1414,2.0
764,0.459,0.737,23,89,15,187,4.0
765,0.515,0.823,98,226,60,488,3.0
766,0.467,0.76,721,162,64,1134,2.0
767,0.562,0.752,762,134,44,1183,1.0
768,0.481,0.776,236,284,77,1073,5.0
769,0.482,0.757,427,146,46,644,1.0
770,0.5,0.73,294,149,59,486,5.0
771,0.489,0.783,509,252,99,1204,2.0
772,0.496,0.801,266,209,65,1095,5.0
773,0.486,0.763,55,117,33,212,3.0
774,0.483,0.855,1038,277,102,1611,1.0
775,0.442,0.86,109,222,40,748,4.0
776,0.535,0.553,813,83,65,528,2.0
777,0.456,0.731,186,307,67,848,4.0
778,0.45,0.732,117,233,45,634,4.0
779,0.475,0.727,69,74,22,214,4.0
780,0.468,0.808,155,255,91,821,4.0
781,0.5,0.833,14,44,10,116,3.0
782,0.474,0.768,142,301,73,940,4.0
783,0.485,0.853,210,206,86,827,4.0
784,0.51,0.838,224,424,87,857,3.0
785,0.406,0.5,7,7,1,30,4.0
786,0.536,0.818,96,229,47,443,3.0
787,0.25,0.75,12,8,3,9,4.0
788,0.489,0.808,312,476,87,1508,4.0
789,0.432,0.704,209,565,150,1225,3.0
790,0.49,0.814,148,117,34,906,4.0
791,0.5,0.543,126,33,12,219,2.0
792,0.465,0.5,27,8,4,44,2.0
793,0.51,0.556,99,25,8,175,2.0
794,0.528,0.742,134,283,64,1274,4.0
795,0.281,0.55,13,10,3,35,4.0
796,0.501,0.797,443,270,89,1772,5.0
797,0.444,0.703,301,189,75,661,5.0
798,0.524,0.74,493,126,77,815,2.0
799,0.421,0.76,149,270,94,526,3.0
800,0.513,0.816,48,32,12,144,5.0
801,0.565,0.857,461,247,52,1760,2.0
802,0.497,0.716,565,176,89,1732,2.0
803,0.548,0.601,198,56,28,375,5.0
804,0.415,0.727,150,398,120,456,3.0
805,0.482,0.672,305,218,36,694,5.0
806,0.442,0.6,75,15,8,109,2.0
807,0.451,0.733,304,133,73,591,5.0
808,0.452,0.766,22,100,19,210,4.0
809,0.357,0.571,40,19,12,54,4.0
810,0.573,0.695,182,52,40,504,2.0
811,0.425,0.784,250,237,92,716,5.0
812,0.527,0.732,393,143,89,1734,5.0
813,0.483,0.725,159,64,30,314,5.0
814,0.439,0.778,611,90,32,765,1.0
815,0.583,0.624,1005,107,84,1268,2.0
816,0.469,0.843,62,86,29,720,4.0
817,0.478,0.843,50,67,23,610,4.0
818,0.422,0.846,12,19,6,110,4.0
819,0.492,0.734,244,549,172,1875,3.0
820,0.478,0.67,605,139,53,942,1.0
821,0.474,0.832,325,488,199,1674,4.0
822,0.561,0.757,227,142,77,831,5.0
823,0.519,0.727,264,75,31,539,5.0
824,0.516,0.788,170,253,57,967,4.0
825,0.585,0.825,62,38,17,132,5.0
826,0.493,0.782,134,58,31,454,4.0
827,0.364,0.714,44,11,9,92,4.0
828,0.543,0.802,90,47,22,362,4.0
829,0.462,0.654,65,9,8,144,5.0
830,0.509,0.773,247,222,142,1304,4.0
831,0.448,0.719,13,16,7,83,4.0
832,0.513,0.78,234,206,135,1221,4.0
833,0.517,0.699,227,81,23,548,5.0
834,0.589,0.749,592,200,61,1722,1.0
835,0.487,0.829,548,376,114,1135,1.0
836,0.496,0.728,508,332,80,1979,5.0
837,0.509,0.742,214,251,109,791,4.0
838,0.507,0.571,294,67,63,480,5.0
839,0.381,0.333,12,1,1,17,5.0
840,0.514,0.576,282,66,62,463,5.0
841,0.405,0.696,272,120,57,403,1.0
842,0.435,0.743,91,409,38,695,3.0
843,0.448,0.762,96,167,54,386,3.0
844,0.498,0.702,474,67,43,996,2.0
845,0.498,0.7,468,65,42,976,2.0
846,0.477,0.781,508,262,135,1401,5.0
847,0.553,0.705,612,279,78,1206,2.0
848,0.379,0.5,19,14,14,123,4.0
849,0.411,0.5,18,14,13,118,4.0
850,0.452,0.471,119,29,15,178,1.0
851,0.47,0.76,155,49,14,208,1.0
852,0.516,0.84,870,458,148,1867,2.0
853,0.512,0.566,150,239,85,936,4.0
854,0.497,0.78,293,185,37,1326,4.0
855,0.399,0.511,78,28,32,184,4.0
856,0.526,0.8,105,106,49,201,4.0
857,0.427,0.704,173,46,27,338,2.0
858,0.382,0.769,19,23,7,39,3.0
859,0.427,0.835,144,96,90,837,4.0
860,0.405,0.863,37,27,20,240,4.0
861,0.437,0.824,107,69,70,597,4.0
862,0.498,0.837,246,207,40,1007,5.0
863,0.442,0.714,59,70,6,104,5.0
864,0.44,0.791,62,66,26,219,4.0
865,0.487,0.697,521,262,112,1002,5.0
866,0.523,0.806,97,242,59,814,3.0
867,0.483,0.619,266,25,13,399,1.0
868,0.486,0.615,178,16,8,276,1.0
869,0.476,0.625,88,9,5,123,1.0
870,0.459,0.703,277,186,82,812,5.0
871,0.445,0.632,187,275,108,570,4.0
872,0.429,0.891,54,115,44,194,3.0
873,0.434,0.747,191,179,41,391,5.0
874,0.506,0.697,589,116,62,981,2.0
875,0.446,0.741,137,71,48,333,5.0
876,0.514,0.719,688,169,108,1907,1.0
877,0.515,0.805,150,194,78,849,4.0
878,0.476,0.723,519,192,79,1391,2.0
879,0.545,0.754,209,543,184,990,3.0
880,0.528,0.743,210,132,87,765,5.0
881,0.485,0.699,221,253,116,369,3.0
882,0.459,0.769,240,448,194,1080,3.0
883,0.492,0.76,335,102,39,375,2.0
884,0.436,0.759,129,58,12,163,2.0
885,0.54,0.76,206,44,27,212,2.0
886,0.548,0.785,274,315,115,639,4.0
887,0.446,0.685,611,116,27,775,1.0
888,0.498,0.72,717,154,47,1146,1.0
889,0.447,0.825,274,82,30,324,2.0
890,0.371,0.5,10,6,0,29,4.0
891,0.474,0.895,79,127,27,412,3.0
892,0.494,0.755,668,144,57,1014,1.0
893,0.523,0.709,744,177,129,1660,2.0
894,0.473,0.73,260,280,72,1151,4.0
895,0.595,0.845,198,565,80,915,3.0
896,0.475,0.629,213,73,32,560,5.0
897,0.461,0.796,128,315,43,685,4.0
898,0.52,0.818,197,397,117,1521,4.0
899,0.0,1.0,1,1,0,5,4.0
900,0.477,0.755,235,97,35,932,5.0
901,0.497,0.82,207,610,126,1510,3.0
902,0.462,0.779,134,437,74,613,3.0
903,0.483,0.73,615,189,147,627,4.0
904,0.47,0.796,107,200,66,369,3.0
905,0.415,0.656,462,112,24,351,1.0
906,0.492,0.81,122,210,51,761,3.0
907,0.35,0.593,39,22,11,112,4.0
908,0.48,0.761,85,221,81,542,3.0
909,0.399,0.643,238,39,44,248,1.0
910,0.519,0.829,601,397,116,2326,5.0
911,0.518,0.759,491,263,112,1542,5.0
912,0.491,0.805,58,113,23,263,4.0
913,0.539,0.774,180,47,19,261,2.0
914,0.43,0.833,137,138,58,612,3.0
915,0.436,0.844,42,67,19,226,3.0
916,0.427,0.83,95,71,39,386,3.0
917,0.486,0.789,103,290,52,524,3.0
918,0.588,0.7,7,38,6,47,3.0
919,0.478,0.796,96,252,46,477,3.0
920,0.46,0.738,201,290,97,1743,4.0
921,0.454,0.711,44,89,15,434,4.0
922,0.462,0.747,157,201,82,1309,4.0
923,0.538,0.741,406,103,48,469,1.0
924,0.4,1.0,7,3,0,10,5.0
925,0.49,0.853,357,264,88,2043,4.0
926,0.63,0.74,984,126,40,1479,1.0
927,0.519,0.831,90,125,30,534,4.0
928,0.501,0.778,382,61,35,601,1.0
929,0.46,0.719,301,100,80,350,2.0
930,0.497,0.797,223,697,220,1115,3.0
931,0.457,0.708,765,151,54,789,2.0
932,0.387,0.783,49,49,18,297,5.0
933,0.502,0.679,304,270,138,1709,4.0
934,0.43,0.632,66,34,22,83,5.0
935,0.448,0.827,163,136,40,415,5.0
936,0.433,0.781,236,268,75,500,5.0
937,0.381,0.5,31,1,5,23,1.0
938,0.357,0.667,10,2,1,14,2.0
939,0.428,0.734,361,95,38,400,2.0
940,0.387,0.742,228,59,29,230,2.0
941,0.496,0.719,133,36,9,170,2.0
942,0.476,0.683,616,158,50,1046,2.0
943,0.481,0.569,236,36,17,237,1.0
944,0.402,0.724,183,30,12,313,2.0
945,0.47,0.722,124,195,95,671,3.0
946,0.41,0.789,69,138,37,259,4.0
947,0.457,0.792,366,175,66,848,5.0
948,0.467,0.463,150,153,85,264,4.0
949,0.485,0.723,122,275,82,750,4.0
950,0.445,0.721,128,373,111,758,3.0
951,0.484,0.689,471,89,87,780,5.0
952,0.484,0.686,159,487,74,974,3.0
953,0.464,0.69,329,83,32,404,2.0
954,0.514,0.835,596,223,83,1726,1.0
955,0.477,0.73,179,105,64,492,4.0
956,0.398,0.792,69,24,22,144,4.0
957,0.516,0.617,524,139,67,709,1.0
958,0.523,0.631,319,115,51,493,1.0
959,0.473,0.791,335,388,97,1093,3.0
960,0.459,0.785,124,318,61,978,4.0
961,0.506,0.779,501,216,70,1621,5.0
962,0.423,0.751,178,549,110,852,3.0
963,0.49,0.733,545,220,77,951,5.0
964,0.56,0.8,683,829,176,1326,4.0
965,0.514,0.735,562,363,100,1714,5.0
966,0.438,0.821,494,255,82,1097,2.0
967,0.469,0.778,25,11,1,67,2.0
968,0.411,0.816,224,144,56,564,2.0
969,0.471,0.829,245,100,25,466,2.0
970,0.487,0.731,291,71,26,590,5.0
971,0.504,0.73,201,48,18,430,5.0
972,0.523,0.778,353,301,93,1296,4.0
973,0.545,0.793,344,142,85,665,2.0
974,0.455,0.786,668,138,46,776,1.0
975,0.457,0.642,309,62,31,375,2.0
976,0.473,0.667,114,22,13,156,2.0
977,0.5,0.703,448,89,42,677,2.0
978,0.497,0.68,271,69,28,409,2.0
979,0.505,0.737,177,20,14,268,2.0
980,0.46,0.549,263,39,22,340,2.0
981,0.319,0.647,26,80,31,94,3.0
982,0.463,0.833,43,17,15,105,5.0
983,0.482,0.741,860,223,141,1625,2.0
984,0.553,0.673,403,97,52,667,5.0
985,0.465,0.737,147,39,23,280,2.0
986,0.474,0.761,117,34,21,235,2.0
987,0.479,0.775,456,291,95,1346,5.0
988,0.531,0.722,326,195,90,1486,5.0
989,0.527,0.841,324,192,66,1370,4.0
990,0.46,0.84,62,9,9,67,2.0
991,0.427,0.875,88,37,15,102,1.0
992,0.427,0.784,231,118,29,253,1.0
993,0.502,0.79,993,263,51,1119,1.0
994,0.431,0.808,76,58,20,257,5.0
995,0.492,0.684,200,105,34,417,1.0
996,0.449,0.832,195,530,165,1167,3.0
997,0.458,0.725,172,332,51,528,3.0
998,0.434,0.73,225,426,153,633,3.0
999,0.487,0.571,232,52,23,346,2.0
1000,0.52,0.719,260,130,61,687,4.0
1001,0.388,0.647,46,21,6,49,1.0
1002,0.457,0.663,125,72,29,334,5.0
1003,0.453,0.76,180,105,44,737,4.0
1004,0.492,0.5,29,102,25,145,3.0
1005,0.474,0.781,799,219,56,1269,2.0
1006,0.478,0.771,190,71,41,441,5.0
1007,0.547,0.872,165,278,64,808,3.0
1008,0.267,0.5,10,2,2,12,5.0
1009,0.492,0.575,779,115,86,898,2.0
1010,0.502,0.761,1194,101,89,1908,1.0
1011,0.418,0.768,91,249,60,442,3.0
1012,0.5,0.812,422,186,65,942,5.0
1013,0.52,0.73,247,39,40,703,1.0
1014,0.468,0.77,119,24,8,163,2.0
1015,0.474,0.767,89,20,6,123,2.0
1016,0.436,0.739,53,26,11,156,5.0
1017,0.541,0.717,553,104,34,1159,2.0
1018,0.494,0.814,121,288,39,668,3.0
1019,0.468,0.812,217,76,17,504,1.0
1020,0.512,0.758,537,98,57,1591,5.0
1021,0.487,0.852,137,70,33,350,5.0
1022,0.491,0.851,136,68,33,341,5.0
1023,0.459,0.735,260,49,21,288,1.0
1024,0.464,0.81,122,23,9,162,1.0
1025,0.528,0.826,437,300,113,1712,4.0
1026,0.475,0.744,277,753,194,941,3.0
1027,0.449,0.75,55,73,22,210,3.0
1028,0.45,0.92,74,158,59,816,3.0
1029,0.551,0.672,710,197,99,1370,2.0
1030,0.549,0.792,599,171,63,1630,5.0
1031,0.535,0.643,22,28,5,85,4.0
1032,0.448,0.647,26,11,6,63,4.0
1033,0.489,0.55,404,115,24,426,1.0
1034,0.48,0.744,205,566,104,1191,3.0
1035,0.536,0.708,114,82,42,308,5.0
1036,0.488,0.782,358,131,50,698,2.0
1037,0.464,0.8,228,94,64,688,5.0
1038,0.551,0.698,827,141,79,1509,1.0
1039,0.522,0.812,174,231,140,1756,4.0
1040,0.462,0.768,84,60,30,286,4.0
1041,0.412,0.678,77,29,14,152,5.0
1042,0.395,0.563,35,14,8,85,4.0
1043,0.487,0.676,31,7,2,63,2.0
1044,0.474,0.751,521,168,64,825,2.0
1045,0.464,0.597,281,207,99,532,4.0
1046,0.519,0.411,47,104,34,202,4.0
1047,0.402,0.674,44,22,10,95,5.0
1048,0.572,0.687,531,90,105,584,2.0
1049,0.467,0.764,147,280,58,840,3.0
1050,0.461,0.647,126,39,24,173,2.0
1051,0.468,0.64,247,168,71,589,4.0
1052,0.442,0.65,295,432,182,806,3.0
1053,0.434,0.632,145,245,101,411,3.0
1054,0.451,0.671,150,187,81,395,3.0
1055,0.479,0.708,856,145,61,1387,2.0
1056,0.395,0.667,17,21,4,101,4.0
1057,0.384,0.78,151,53,10,284,1.0
1058,0.511,0.726,743,75,49,620,1.0
1059,0.475,0.743,138,455,98,620,3.0
1060,0.477,0.749,880,225,60,1464,2.0
1061,0.552,0.689,871,234,74,1536,1.0
1062,0.392,0.81,73,131,16,183,3.0
1063,0.49,0.721,94,19,18,183,5.0
1064,0.457,0.773,635,205,54,912,1.0
1065,0.45,0.805,449,165,39,619,1.0
1066,0.478,0.735,255,59,25,476,2.0
1067,0.515,0.75,154,32,13,233,2.0
1068,0.444,0.727,101,27,12,243,2.0
1069,0.482,0.736,224,97,48,329,5.0
1070,0.48,0.754,495,237,75,1016,2.0
1071,0.417,0.65,149,311,96,395,3.0
1072,0.49,0.828,354,228,94,1437,5.0
1073,0.487,0.86,155,433,104,727,3.0
1074,0.468,0.837,858,233,87,1368,1.0
1075,0.406,0.644,68,52,36,225,4.0
1076,0.429,0.68,38,2,0,59,5.0
1077,0.439,0.759,130,216,44,454,4.0
1078,0.494,0.87,96,206,56,663,4.0
1079,0.499,0.863,88,192,54,592,4.0
1080,0.453,0.929,8,14,2,71,4.0
1081,0.318,0.9,6,8,5,23,3.0
1082,0.167,0.875,3,6,4,11,3.0
1083,0.5,1.0,3,2,1,12,3.0
1084,0.441,0.832,102,218,61,645,4.0
1085,0.476,0.779,84,78,27,272,4.0
1086,0.491,0.739,230,397,107,936,3.0
1087,0.525,0.743,141,238,70,615,3.0
1088,0.433,0.733,89,159,37,321,3.0
1089,0.491,0.76,73,68,26,245,4.0
1090,0.403,0.652,78,110,40,158,4.0
1091,0.431,0.696,194,150,53,761,4.0
1092,0.375,0.667,99,46,24,88,4.0
1093,0.493,0.801,300,484,143,1953,3.0
1094,0.448,0.577,72,36,19,194,5.0
1095,0.488,0.71,328,634,199,1854,3.0
1096,0.484,0.784,270,222,47,1190,4.0
1097,0.514,0.65,375,33,40,383,1.0
1098,0.489,0.621,753,380,68,1259,1.0
1099,0.422,0.571,130,18,8,168,1.0
1100,0.318,0.333,9,2,0,16,1.0
1101,0.505,0.505,242,50,26,366,2.0
1102,0.532,0.545,151,31,16,224,2.0
1103,0.463,0.475,91,19,10,142,2.0
1104,0.514,0.788,225,365,80,1598,4.0
1105,0.459,0.737,65,31,19,247,5.0
1106,0.492,0.845,264,237,67,1536,5.0
1107,0.462,0.672,216,195,56,655,4.0
1108,0.4,0.667,152,88,47,214,5.0
1109,0.484,0.745,540,157,103,990,5.0
1110,0.455,0.793,117,293,101,587,3.0
1111,0.556,0.875,437,203,66,2186,2.0
1112,0.512,0.677,96,32,18,195,2.0
1113,0.49,0.784,592,212,70,1513,2.0
1114,0.528,0.55,425,120,53,567,5.0
1115,0.471,0.779,136,264,78,346,3.0
1116,0.45,0.621,373,199,37,797,5.0
1117,0.392,0.737,69,126,21,172,3.0
1118,0.509,0.589,443,49,35,442,1.0
1119,0.481,0.794,282,117,43,843,5.0
1120,0.483,0.844,208,86,23,634,5.0
1121,0.477,0.667,74,31,20,209,5.0
1122,0.471,0.804,115,439,87,798,4.0
1123,0.545,0.642,105,30,16,324,5.0
1124,0.42,0.75,242,189,68,519,5.0
1125,0.533,0.757,343,182,65,1571,5.0
1126,0.333,0.8,19,10,3,34,5.0
1127,0.495,0.682,478,129,84,1434,5.0
1128,0.478,0.78,596,132,41,934,1.0
1129,0.59,0.62,1027,125,91,1396,2.0
1130,0.362,0.72,17,10,6,92,4.0
1131,0.491,0.751,205,643,182,1600,3.0
1132,0.502,0.705,583,262,54,1315,1.0
1133,0.406,0.769,327,569,120,1109,3.0
1134,0.424,0.66,38,37,20,147,4.0
1135,0.417,0.753,136,361,89,515,3.0
1136,0.527,0.719,393,45,71,627,2.0
1137,0.497,0.68,290,133,73,806,2.0
1138,0.455,0.782,201,64,25,343,5.0
1139,0.461,0.774,190,56,24,319,5.0
1140,0.393,1.0,11,8,1,24,5.0
1141,0.449,0.859,110,156,45,605,4.0
1142,0.475,0.77,236,134,55,825,5.0
1143,0.515,0.79,248,254,137,1473,4.0
1144,0.583,0.638,298,97,38,939,5.0
1145,0.581,0.624,399,132,91,1033,5.0
1146,0.579,0.723,587,211,55,1717,1.0
1147,0.465,0.825,319,219,73,670,1.0
1148,0.532,0.749,469,358,80,2330,5.0
1149,0.472,0.821,116,162,41,384,4.0
1150,0.433,0.414,63,22,15,122,5.0
1151,0.435,0.773,406,193,46,663,2.0
1152,0.506,0.634,76,160,33,340,3.0
1153,0.432,0.793,156,333,78,673,3.0
1154,0.492,0.719,294,79,33,646,2.0
1155,0.486,0.798,488,290,94,1188,5.0
1156,0.571,0.741,582,254,105,1049,2.0
1157,0.551,0.822,409,130,71,579,1.0
1158,0.504,0.888,796,520,144,1908,2.0
1159,0.513,0.608,170,266,86,1365,4.0
1160,0.55,0.812,373,288,56,1815,4.0
1161,0.529,0.762,64,16,9,73,2.0
1162,0.421,0.876,143,252,84,561,3.0
1163,0.452,0.776,63,50,24,413,4.0
1164,0.474,0.647,13,6,6,65,4.0
1165,0.449,0.82,50,44,18,348,4.0
1166,0.473,0.807,332,265,53,1220,5.0
1167,0.484,0.689,342,88,50,530,5.0
1168,0.528,0.895,62,194,49,602,4.0
1169,0.435,0.649,137,214,84,324,3.0
1170,0.451,0.788,116,303,86,381,3.0
1171,0.564,0.673,642,157,68,1283,2.0
1172,0.429,0.875,75,49,17,185,5.0
1173,0.477,0.723,636,198,103,1639,1.0
1174,0.488,0.764,153,206,128,977,4.0
1175,0.471,0.77,86,71,19,342,4.0
1176,0.561,0.805,649,107,44,1310,1.0
1177,0.401,0.524,271,43,25,144,2.0
1178,0.505,0.8,532,133,47,1483,2.0
1179,0.554,0.733,205,478,171,950,3.0
1180,0.38,0.889,17,17,8,54,4.0
1181,0.487,0.73,129,67,43,440,4.0
1182,0.506,0.615,56,38,23,218,5.0
1183,0.496,0.718,305,401,162,907,4.0
1184,0.457,0.754,156,356,164,714,3.0
1185,0.486,0.723,484,123,68,471,1.0
1186,0.549,0.838,262,482,113,739,4.0
1187,0.463,0.804,476,76,26,793,1.0
1188,0.469,0.84,575,202,58,1004,1.0
1189,0.413,0.75,20,38,8,53,3.0
1190,0.417,0.636,9,17,5,30,3.0
1191,0.495,0.742,658,158,64,1045,2.0
1192,0.495,0.72,777,139,92,1854,2.0
1193,0.46,0.525,287,36,24,193,1.0
1194,0.484,0.811,235,254,109,1491,4.0
1195,0.559,0.859,448,310,61,2418,5.0
1196,0.551,0.836,187,561,94,896,3.0
1197,0.488,0.615,103,30,14,231,5.0
1198,0.447,0.848,139,326,62,925,3.0
1199,0.532,0.863,202,429,107,1557,4.0
1200,0.594,0.735,541,123,60,1357,1.0
1201,0.448,0.714,188,176,38,455,5.0
1202,0.371,0.625,101,45,23,90,2.0
1203,0.483,0.778,338,135,88,1430,5.0
1204,0.464,0.776,146,558,121,1194,3.0
1205,0.452,0.728,235,153,107,628,4.0
1206,0.622,0.8,28,78,12,191,3.0
1207,0.472,0.731,574,228,173,454,4.0
1208,0.467,0.593,595,113,25,461,1.0
1209,0.46,0.697,85,200,33,356,3.0
1210,0.382,0.708,59,90,31,202,3.0
1211,0.537,0.72,348,184,23,1059,1.0
1212,0.459,0.719,250,56,41,549,5.0
1213,0.531,0.824,464,406,83,2167,5.0
1214,0.515,0.754,532,309,141,1727,5.0
1215,0.444,0.847,138,288,61,629,3.0
1216,0.476,0.816,271,269,103,1291,3.0
1217,0.514,0.838,137,410,59,572,3.0
1218,0.48,0.787,120,172,54,664,3.0
1219,0.451,0.784,217,226,94,1669,4.0
1220,0.475,0.733,331,128,44,411,2.0
1221,0.521,0.769,71,31,12,188,5.0
1222,0.491,0.842,313,220,79,1967,4.0
1223,0.635,0.718,662,70,36,982,1.0
1224,0.563,0.8,104,171,46,681,4.0
1225,0.516,0.799,433,92,37,621,1.0
1226,0.437,0.757,55,134,24,251,3.0
1227,0.493,0.821,230,748,215,1072,3.0
1228,0.491,0.737,786,139,67,951,2.0
1229,0.477,0.893,81,75,27,446,4.0
1230,0.518,0.696,338,283,114,1636,4.0
1231,0.465,0.771,121,108,43,398,4.0
1232,0.474,0.643,48,44,15,148,4.0
1233,0.439,0.807,205,252,68,434,5.0
1234,0.464,0.673,172,239,95,469,3.0
1235,0.472,0.788,270,46,40,305,2.0
1236,0.485,0.782,220,99,24,290,2.0
1237,0.408,0.652,260,71,16,402,2.0
